objectid,geoid,opportunity_value,opportunity_text,globalid,fips,access,accessibility_text,livability_value,livability_text,economic_value,economic_text,education_value,education_text,environmental_value,environmental_text,namelsad,tractid,blkarea,peropsps,votp_ind,foodscr,avgrdscr,intacsc,tranratsc,avgcrsc,cosbusc,lifeexrts,utcscr,avgnuiscr,medhmva,avgtestper,avstmort,gradrt,perbacmo,jobscrrts,medhhinc,perstrg,umrt,dslpm,ozone,pm2_5,ptraf,toxrel,ldrsk,ptsdf,pnpl,prmp,pwdis,opspczsc,vtpazsc,fodsczsc,avrdzsc,intaczsc,transczsc,avcrzsc,cosbuzsc,lifzsc,utczsc,avnuzsc,mehmvzsc,teszsc,stumozsc,grdrtzsc,baatzsc,jobzsc,mehhinzsc,stugzsc,unrtzsc,dslpmzsc,ozonezsc,pm2_5zsc,ptrafzsc,toxrezsc,ldrskzsc,ptsdfzsc,pnplzsc,prmpzsc,pwdiszsc,modifier,Shape__Area,Shape__Length
81,530530609044,0.16903613,High,9c707e1a-9c7c-4a32-b5aa-8cc6edeecea8,530530609044,0.29886904,Very High,0.19768718,High,-1.31190917,Very Low,0.52677776,High,1.13375583,Very High,Block Group 4,53053060904,0.21448764,1,66.02176542,0.16445887,76.07253135,0.86017478,2.6631825,256.55,0.48527132,79.3,0.18,4.5,305900,0.54322198,0.0789335,0.95017807,0.19834711,1.71232877,42527,0.47728687,0.15279673,0.68459718,32.38869935,6.60175546,394.11431797,0.5078403,26.47869816,0.20814694,0.16405247,0.15369138,0,0.03580734,0.77585109,-0.33580159,1.5456791,0.31036709,-0.5386888,-0.27708719,0.12307074,0.28988401,-0.18911316,-0.59469589,0.3366399,0.93347156,-0.44083523,1.33545795,-0.6026537,-1.48230456,-0.87271934,0.93454621,1.95806656,-1.12959473,-1.34996955,-1.75927564,-0.40606747,-1.36636953,-1.71026183,-1.17374666,-0.91079509,-0.77071155,-0.41826844,,5977650.91650391,11540.7629349363
82,530530609032,0.42972267,High,7ff03f31-763c-437b-8f37-ce1dcf447397,530530609032,0.57968191,Very High,0.38273677,High,-0.61170994,Very Low,0.52716402,High,1.27074059,Very High,Block Group 2,53053060903,0.24558152,0.96528697,73.74681393,0.10676127,83.51474847,0.84952381,9.0991549,200.725,0.40358744,81.8,0.18,3.3,334500,0.54823983,0.08890733,0.95017804,0.21568627,2.3655914,51534,0.32489451,0.13888889,0.62667043,32.34316078,6.56178033,517.69625989,0.49913784,22.16449352,0.18901464,0.15990982,0.15145352,0,-0.05814939,1.49010026,-0.42398452,2.16681702,0.22086087,0.08244724,-0.35983307,-0.23098412,0.58876527,-0.18911316,-0.71749632,0.588455,0.96320041,-0.30310769,1.33545734,-0.49310935,-0.16747909,-0.54507762,0.05668983,1.67759324,-1.3500473,-1.52541361,-2.26545903,-0.27272278,-1.52314222,-1.8817695,-1.18363361,-0.93104566,-0.77282173,-0.41826844,,6835981.58764648,11137.3896883479
83,530530609033,0.56128692,Very High,e3b4b9c1-63e7-45c5-817c-ceaf743ecb69,530530609033,0.02931155,Moderate,0.90617329,Very High,0.08669872,Moderate,0.48938938,High,1.29486169,Very High,Block Group 3,53053060903,1.05065728,0.4373861,70.86956522,0.13469905,75.81183899,0.83390411,0.02358573,89.8,0.41810345,81.8,0.6,1,305700,0.29987865,0.08100964,0.95017981,0.40740741,3.02702703,61029,0.22694467,0.11148087,0.62667043,32.34316078,6.56178033,33.83084595,0.49913784,42.49433062,0.16665651,0.13965602,0.13525747,0,-1.48700289,1.22407313,-0.38128544,1.52392135,0.08959957,-0.79343643,-0.5242502,-0.16806519,0.58876527,2.86821628,-0.95286381,0.33487896,-0.50824573,-0.41216597,1.33550234,0.71813492,1.16379622,-0.19968425,-0.5075504,1.12486749,-1.3500473,-1.52541361,-2.26545903,-0.79481268,-1.52314222,-1.07357347,-1.19518758,-1.03005247,-0.78809375,-0.41826844,,13909604.1889648,17565.8138445246
84,530530609053,0.40211499,High,77cd0c28-2e33-439b-b2e9-88209943a82a,530530609053,0.38801378,Very High,-0.33700413,Low,0.30111961,High,0.82618538,Very High,0.83226029,Very High,Block Group 3,53053060905,0.22739072,1.27745385,72.93519695,0.03517082,61.62268606,0.95359629,0.20969288,142.8,1,80,0.14,12.3,290000,0.53400003,0.10046667,0.95017802,0.44362745,2.86666667,79083,0.1799687,0.09893048,0.64393604,32.38641699,6.59113989,1554.64748239,0.50980088,89.17642679,0.180237,0.17194711,0.18191836,0,0.78678338,1.41505908,-0.53340078,0.33967467,1.09544156,-0.77547521,-0.44569165,2.35413767,0.37357076,-0.48028739,0.2035069,0.19664479,0.87883496,-0.14348605,1.33545678,0.94696374,0.841038,0.45705423,-0.77815552,0.87176933,-1.28433935,-1.35876265,-1.89369487,0.84614569,-1.33105013,0.78223505,-1.18816962,-0.87220365,-0.74409498,-0.41826844,,6354599.29144287,10112.2759377581
85,530539400053,0.15025924,High,b2fd192c-14cd-4ed9-8202-c781dbb2d7a3,530539400053,0.28833507,Very High,0.09261972,Moderate,0.24807477,High,0.3368305,High,-0.21456387,Low,Block Group 3,53053940005,0.33162736,1.08564677,53.13390313,0.81633184,72.55695051,0.89491917,1.64478964,382.8,0.49350649,82.9,0.15,6.7,261100,0.46376632,0.06368066,0.92255731,0.23059096,2.24223602,77679,0.13338503,0.05790501,1.25206922,32.66581307,6.81388361,67.86966847,0.62000945,17.03308298,4.69490592,0.25829582,2.97143779,0,0.2676249,-0.41574594,0.66049757,1.25226378,0.60234409,-0.63697395,-0.08995478,0.15876571,0.72027302,-0.40749384,-0.36956177,-0.05781173,0.46272678,-0.65145989,0.63208077,-0.39894541,-0.41575716,0.40598184,-1.04650081,0.0444264,1.03004068,-0.28234785,0.9267875,-0.75808485,0.65433189,-2.08576453,1.14486574,-0.45010441,1.88627492,-0.41826844,,9219459.28369141,14431.8354336418
86,530530609054,0.3670147,High,e37ce53a-c143-46a9-8742-3a1f0360b4d7,530530609054,-0.03569288,Moderate,0.11196302,Moderate,-0.13093804,Moderate,0.72986467,Very High,1.15987674,Very High,Block Group 4,53053060905,0.29930903,0.57674099,65.14555468,0.04406632,81.02624814,0.65745008,9.84829705,262.775,0.69791667,80,0.14,1,336100,0.53400007,0.10046668,0.95017805,0.382643,2.70940171,47404,0.33250208,0.06821963,0.64393604,32.38641699,6.59113989,459.51131754,0.50980088,26.0329834,0.18044452,0.16670553,0.16578193,0,-1.10981517,0.69483765,-0.51980523,1.95912328,-1.39324481,0.15474698,-0.26786027,1.04477186,0.37357076,-0.48028739,-0.95286381,0.60254256,0.87883521,-0.14348603,1.33545762,0.56167982,0.52450991,-0.69531192,0.10051321,0.25243696,-1.28433935,-1.35876265,-1.89369487,-0.33550423,-1.33105013,-1.72798085,-1.18806238,-0.89782612,-0.75931079,-0.41826844,,8332817.69903564,12642.9480794186
87,530530611007,-0.1027923,Moderate,6cbde13f-6c75-4555-8e09-5cc3aa757242,530530611007,0.07950958,High,0.16356388,High,-0.99261097,Very Low,0.24104807,High,-0.00547208,Moderate,Block Group 7,53053061100,0.22433716,1.06597707,58.44660194,0.12940253,67.62957097,0.8,7.52878403,145.4,0.36111111,77.1,0.14,6.5,289000,0.53149989,0.12473938,0.92228176,0.24099723,1.74747475,44868,0.40329835,0.11832947,0.92556901,32.60938235,6.73302404,3176.37618572,0.55388847,57.46986583,1.56246666,0.2730876,0.26121206,0,0.2143855,0.07546013,-0.38938043,0.84101774,-0.19531609,-0.06910934,-0.44183783,-0.41509576,0.0268685,-0.48028739,-0.39002851,0.18784007,0.86402261,0.19169297,0.62506396,-0.33320132,-1.41156604,-0.78756232,0.50833524,1.26298026,-0.21252526,-0.49975556,-0.09709311,2.59598799,-0.53682224,-0.47823333,-0.47387789,-0.37779761,-0.6693252,-0.41826844,,6092437.36639404,11951.0645322202
88,530539400083,0.39680772,High,1b43cc7c-d653-4750-86a9-8cef8d7ac756,530539400083,0.30439048,Very High,0.22159113,High,0.68520601,Very High,0.78903001,Very High,-0.01617901,Moderate,Block Group 3,53053940008,0.37519053,1.06186933,71.76470588,0.00834369,63.63901861,0.95545977,0.69725218,192.725,0.6884058,81.1,0.27,8.2,355600,0.55657664,0.06314274,0.92375377,0.42386185,2.68888889,100833,0.09976798,0.06714628,1.21930772,32.54246471,6.79451148,11.12674202,0.6273053,20.86817082,2.89371865,0.27792677,2.18303704,0,0.20326721,1.30683681,-0.5744024,0.50796062,1.11110147,-0.72842084,-0.37169097,1.00354745,0.50507852,0.46602886,-0.21606124,0.77423467,1.01259287,-0.658888,0.66254935,0.82208983,0.48322364,1.24823967,-1.24015188,0.23079116,0.90535982,-0.75756571,0.68148875,-0.81931036,0.78576493,-1.93330375,0.21407022,-0.35414228,1.14285454,-0.41826844,,10448242.0854492,20914.0103212597
89,530530609055,0.68817174,Very High,a6d916bd-14b8-440d-b235-c2870e96b4d4,530530609055,0.00390398,Moderate,0.83033269,Very High,1.00228001,Very High,0.55310242,High,1.05123961,Very High,Block Group 5,53053060905,0.75123601,0.41853446,70.86614173,0.00804928,60.20690125,1,0.01399417,175.7,0,80,0.28,3,374900,0.29775583,0.0995504,0.95018047,0.49025974,2.21428571,140417,0.08738739,0.0318258,0.64393604,32.38641699,6.59113989,1005.56155836,0.50980088,39.29663215,0.16311268,0.1540048,0.16041424,0,-1.53802805,1.22375659,-0.57485237,0.22151127,1.48539855,-0.79436211,-0.39692605,-1.98031465,0.37357076,0.53882242,-0.74819643,0.94416584,-0.52082266,-0.15613878,1.33551915,1.24157442,-0.47201291,2.68816079,-1.31147031,-0.48150182,-1.28433935,-1.35876265,-1.89369487,0.25368298,-1.33105013,-1.20069536,-1.19701891,-0.95991119,-0.76437224,-0.41826844,,10333766.2639771,17095.9630723489
90,530530609061,0.44597115,High,c0d4e1bb-41a2-4762-b8a1-b7ebc14f990d,530530609061,0.05332624,High,0.00089894,Moderate,0.54846038,High,0.90512437,Very High,0.72204584,Very High,Block Group 1,53053060906,0.3899508,0.46189698,70.42842215,0.62190705,68.82072927,0.77946128,4.32265978,516.625,0.5648855,79.1,0.11,4.4,314200,0.62201433,0.06888239,0.95017804,0.3420342,2.51030928,68750,0.13140312,0.00953895,0.77584824,32.45086405,6.64886475,1037.63160873,0.52676529,50.87862641,1.06613787,0.22082864,0.20414591,0,-1.42066001,1.18328554,0.36334572,0.94043349,-0.36791474,-0.37853256,0.10840558,0.4681546,0.26597351,-0.69866807,-0.60492926,0.40971911,1.40028647,-0.57962984,1.33545717,0.30512401,0.12379543,0.08117748,-1.05791763,-0.93095098,-0.78231944,-1.11047081,-1.16275636,0.28828651,-1.02544024,-0.74026265,-0.73036461,-0.6332556,-0.72313557,-0.41826844,,10831457.8217163,13033.0629626803
91,530530610012,0.70318725,Very High,4a220eb6-a419-4a9b-b453-7a9b0a4dd514,530530610012,0.38269845,Very High,0.97253084,Very High,0.78885329,Very High,0.32028288,High,1.05157078,Very High,Block Group 2,53053061001,0.28132186,1.16515303,77.41935484,0.03230766,60.52896245,0.94074074,0.84342357,147.525,0,81.2,0.12,1,559800,0.42950005,0.10810001,0.8562501,0.61660777,1.95555556,129500,0.04330176,0.04123711,0.58075704,32.41276144,6.57947705,527.03968965,0.4978537,85.83001448,0.18304329,0.17735733,0.22089752,0,0.4828221,1.8296592,-0.53777674,0.24839095,0.98740903,-0.71431383,-0.43868808,-1.98031465,0.51703377,-0.62587451,-0.95286381,2.57215927,0.25971206,-0.03807812,-1.05646709,2.03980845,-0.9927606,2.29104027,-1.56542564,-0.29170785,-1.52478046,-1.25726678,-2.04137508,-0.26264124,-1.54627571,0.64920117,-1.18671942,-0.84575681,-0.7073397,-0.41826844,,7826992.69219971,12748.7624488701
92,530530610013,0.37230054,High,8e58ea73-d781-4788-ab3f-beb70eef957f,530530610013,0.00795942,Moderate,0.51675822,Very High,0.35693416,High,-0.19655518,Moderate,1.17640607,Very High,Block Group 3,53053061001,1.32744165,1.02219422,70.31484258,0.01154046,53.03956979,0.88383838,0.12206278,436.75,0.45918367,81.2,0.34,7.8,421100,0.25708784,0.10809263,0.85634132,0.45067818,2.30801688,83542,0.20956256,0.03169399,0.58075704,32.41276144,6.57947705,462.05196176,0.4978537,45.30372039,0.16573028,0.15972298,0.19327411,0,0.09587978,1.1727841,-0.56951659,-0.3766843,0.5092259,-0.7839324,-0.0099881,0.00999509,0.51703377,0.97558377,-0.25699471,1.35094408,-0.76176513,-0.03818013,-1.05414409,0.99150838,-0.28335966,0.61925634,-0.60768004,-0.48415991,-1.52478046,-1.25726678,-2.04137508,-0.33276288,-1.54627571,-0.96188848,-1.19566622,-0.93195896,-0.73338712,-0.41826844,,18233179.9526978,23552.2316047424
93,530530610021,-0.23289745,Low,a608822f-ef38-4508-a91b-64129cbca04c,530530610021,-0.05451823,Moderate,-0.5214164,Very Low,-0.75604411,Very Low,-0.52125006,Very Low,0.68874157,Very High,Block Group 1,53053061002,0.33739931,0.4137983,50.17921147,1.16657265,55.08282302,0.75120385,24.08164201,1562.225,0.56442831,78.7,0.08,3.6,155000,0.44034918,0.11417141,0.85806151,0.07959641,1.92311857,31626,0.63103122,0,0.80078448,32.48910131,6.64910246,1196.24375088,0.52616543,44.4650425,0.86010145,0.2237689,0.24180379,0,-1.55084728,-0.68893336,1.195793,-0.20615151,-0.60537809,1.52840786,1.65823251,0.46617296,0.21815251,-0.91704874,-0.68679621,-0.99199292,0.32398907,0.04576108,-1.0103385,-1.35288972,-1.0580467,-1.26925784,1.82019076,-1.12331887,-0.68741929,-0.96315611,-1.15974643,0.45942872,-1.03624649,-0.99522943,-0.83683759,-0.61888268,-0.68762618,-0.41826844,,9523761.04168701,12648.8037008075
94,530530610022,0.29160019,High,53f99042-cfa7-4801-885a-ffa8c4f137d9,530530610022,0.56084778,Very High,-0.207772,Low,0.88241852,Very High,-0.37739461,Low,0.59990127,Very High,Block Group 2,53053061002,0.43354669,0.90575573,62.45059289,0.18180883,66.32051706,0.78947368,52.3985073,437.15,1,78.7,0.28,1.5,204000,0.47190257,0.15490004,0.85625009,0.23741007,3.1862069,89938,0.03508772,0.07648725,0.80078448,32.48910131,6.64910246,1905.79782987,0.52616543,24.4670454,1.48910664,0.26890699,0.29556585,0,-0.21928081,0.44566456,-0.30928454,0.73176226,-0.28377476,3,-0.0093952,2.35413767,0.21815251,0.53882242,-0.90169696,-0.56056145,0.51093101,0.60817804,-1.05646737,-0.35586405,1.48417847,0.85191942,-1.61274263,0.41916644,-0.68741929,-0.96315611,-1.15974643,1.22503627,-1.03624649,-1.79023344,-0.51178798,-0.39823376,-0.63693139,-0.41826844,,12046311.2150269,16497.0197824635
95,530530611002,0.2649968,High,fd2a9f79-0c33-47b6-9ce9-6ea33bbd5a37,530530611002,0.32633589,Very High,0.20796181,High,1.12823763,Very High,-0.48722904,Low,0.14967773,High,Block Group 2,53053061100,0.11419105,1.46445955,63.69710468,0.02790639,54.92343205,0.94849785,6.33330665,187.975,0.25,77.1,0.16,7,261000,0.45550004,0.10230001,0.85625012,0.06828194,2.8,111908,0.05454545,0.02325581,0.92556901,32.60938235,6.73302404,768.21269095,0.55388847,83.42514718,2.95596355,0.45130492,0.52255672,0,1.29294612,0.56091561,-0.54450348,-0.21945451,1.0525965,-0.18448493,-0.37873159,-0.89670157,0.0268685,-0.33470028,-0.33886166,-0.0586922,0.4137522,-0.1181697,-1.05646642,-1.42437162,0.70685762,1.65110766,-1.50065632,-0.65432893,-0.21252526,-0.49975556,-0.09709311,-0.00241601,-0.53682224,0.55359764,0.24623638,0.49338378,-0.42289095,-0.41826844,,3192227.70495605,8229.8675809187
96,530530611004,-0.29693451,Low,a995db57-1bb1-4fe3-b7eb-a645c2ec132e,530530611004,-0.13957252,Low,-0.51196536,Very Low,-0.78009519,Very Low,-0.15749734,Moderate,0.10445787,High,Block Group 4,53053061100,0.62007764,1.39614175,63.14847943,0.09892672,49.2283897,0.49101796,23.44474315,2618.825,0.68431772,77.1,0.29,7.2,262800,0.52163949,0.13145359,0.85625008,0.27874564,2.77177053,27048,0.36933798,0.1559633,0.92556901,32.60938235,6.73302404,1266.9858059,0.55388847,42.73685065,3.59737179,0.62159729,0.58149578,0,1.10803238,0.51019035,-0.43595856,-0.69477076,-2.79186926,1.46694072,3,0.98582787,0.0268685,0.61161598,-0.31839493,-0.0428437,0.80560346,0.28440875,-1.05646742,-0.09471665,0.65004,-1.43578874,0.31270647,2.02192555,-0.21252526,-0.49975556,-0.09709311,0.53575927,-0.53682224,-1.06393228,0.57769548,1.32582553,-0.36731453,-0.41826844,,17022734.5096436,24668.0349580659
97,530530611005,0.14391844,High,033b8fd4-a758-4a21-94e5-6865421c8bb6,530530611005,0.15121381,High,0.25659198,High,0.36927796,High,-0.29582348,Low,0.23833193,High,Block Group 5,53053061100,0.283293,1.32656564,62.2459893,0.04645807,66.5398666,0.79893238,3.38725079,527.625,0.24365482,77.1,0.27,7.4,261900,0.53150006,0.13580001,0.85625011,0.19141914,2.7687188,66154,0.24155653,0.03472222,0.92556901,32.60938235,6.73302404,1140.7977812,0.55388847,55.97108796,2.00649085,0.36091492,0.40598031,0,0.91971279,0.42674714,-0.51614976,0.75006948,-0.20428788,-0.46880893,0.12471018,-0.92420444,0.0268685,0.46602886,-0.29792819,-0.05076795,0.86402363,0.34442803,-1.05646672,-0.64642279,0.64389777,-0.0132555,-0.42337872,-0.42309084,-0.21252526,-0.49975556,-0.09709311,0.39960262,-0.53682224,-0.53781601,-0.2444205,0.05152947,-0.53281637,-0.41826844,,7873613.79699707,11193.0515290973
98,530530611006,0.3824657,High,dfe86e52-5038-436a-991d-765839a60dd4,530530611006,0.630897,Very High,-0.16933762,Low,0.43531642,High,0.72049546,Very High,0.29495724,High,Block Group 6,53053061100,0.20645143,1.31720777,65.65900846,0.05487122,76.76756492,0.96978022,6.34710027,248.3,0.65217391,77.1,0.2,10.6,220800,0.53150007,0.12006668,0.95017804,0.42189586,2.22556391,80526,0.06753813,0.04304636,0.92556901,32.60938235,6.73302404,373.43033149,0.55388847,86.55628706,1.78676652,0.30820142,0.36561042,0,0.89438413,0.742311,-0.50329141,1.60368758,1.23144442,-0.1831537,-0.28931565,0.84650208,0.0268685,-0.04352605,0.02953962,-0.41264209,0.86402366,0.12716824,1.33545723,0.8096692,-0.44931322,0.50954529,-1.42581201,-0.25522161,-0.21252526,-0.49975556,-0.09709311,-0.42838545,-0.53682224,0.67807354,-0.35796695,-0.20615043,-0.57088305,-0.41826844,,5758610.60668945,9851.27676194279
99,530530612002,0.10005465,High,cda704ba-21c6-4ad4-a819-6c63b8e741fb,530530612002,0.14188987,High,-0.11984053,Moderate,0.73847377,Very High,-0.14187859,Moderate,-0.11837126,Moderate,Block Group 2,53053061200,0.14917072,1.21909345,61.60337553,0.18750672,47.84901113,0.97865854,4.71781701,315.55,0.46280992,76.7,0.13,9.1,218500,0.48025987,0.12280008,0.85625008,0.30852503,2.82035928,82250,0.22643554,0,0.9636427,32.63809869,6.76307678,525.64922731,0.56999008,86.52076325,4.30005909,0.74699177,0.97735291,0,0.62882104,0.36733181,-0.30057609,-0.80989564,1.306054,-0.34039592,-0.18963522,0.02571287,-0.0209525,-0.55308095,-0.12396091,-0.43289296,0.56044481,0.16491335,-1.05646762,0.09342179,0.74783486,0.5722581,-0.51048325,-1.12331887,-0.06762773,-0.3891216,0.28344827,-0.26414154,-0.24675547,0.67666132,0.94082163,1.93879255,0.00595791,-0.41826844,,4140960.37329102,8444.63910632011
100,530530612004,-0.2924337,Low,95e1fe26-920c-4ac7-9888-76251a943b7b,530530612004,-0.3584078,Very Low,-0.10827184,Moderate,-0.9178539,Very Low,-0.076776,Moderate,-0.00085895,Moderate,Block Group 4,53053061200,0.16802015,1.22036115,60.15228426,0.03532352,62.21798985,0.47411444,8.88586309,300.75,0.58590308,76.7,0.16,3.5,194600,0.45550007,0.10230001,0.8562501,0.32815534,2.48021108,28750,0.46976744,0.12857143,0.9636427,32.63809869,6.76307678,632.22649653,0.56999008,85.29848221,3.41055832,0.52085687,0.5754169,0,0.63225228,0.23316557,-0.53316741,0.38935956,-2.93391925,0.06186243,-0.21157232,0.55925433,-0.0209525,-0.33470028,-0.69702958,-0.64332586,0.41375235,-0.11816965,-1.05646694,0.21744096,0.06321661,-1.3738762,0.89123054,1.46952548,-0.06762773,-0.3891216,0.28344827,-0.14914487,-0.24675547,0.62807054,0.4811563,0.83337519,-0.37304659,-0.41826844,,4673524.09320068,8763.46018686416
101,530530612005,0.04104021,Moderate,c1a03769-e166-4c42-a6f8-67880a35349b,530530612005,0.10472637,High,0.36563923,High,-0.19493825,Low,-0.07690751,Moderate,0.00668121,Moderate,Block Group 5,53053061200,0.1251345,1.14191322,60.84828711,0.13346216,54.31696505,0.88311688,8.8769856,342.6,0.10377358,76.7,0.22,5.2,257400,0.44662748,0.10451814,0.85625009,0.34124088,2.05947955,76196,0.17385621,0.11330049,0.9636427,32.63809869,6.76307678,672.24136514,0.56999008,93.811413,2.84753736,0.48015895,0.52452985,0,0.4199196,0.29751719,-0.38317585,-0.2700711,0.50316272,0.06100566,-0.14954071,-1.530513,-0.0209525,0.10206107,-0.52306231,-0.0903892,0.36118562,-0.08753975,-1.05646737,0.30011198,-0.78359216,0.35203573,-0.81336654,1.16156312,-0.06762773,-0.3891216,0.28344827,-0.1059689,-0.24675547,0.96649514,0.19020522,0.63443116,-0.42103039,-0.41826844,,3493519.60998535,7551.09381864468
102,530530612006,-0.100856,Moderate,9174866c-0111-400a-8c29-f92eb20df459,530530612006,0.02209156,Moderate,-0.24329618,Low,-0.05187381,Moderate,-0.21246875,Moderate,-0.0187328,Moderate,Block Group 6,53053061200,0.08384675,1.24945912,65.48463357,0.14457326,49.86998197,0.83819629,3.86291432,465.55,0.46808511,76.7,0.18,22.3,274300,0.34350002,0.13030001,0.85625009,0.40847458,2.0703125,97083,0.23692308,0.10566616,0.9636427,32.63809869,6.76307678,339.85790465,0.56999008,94.49116255,3.3574332,0.60255256,0.74689001,0,0.71101088,0.72618849,-0.36619404,-0.64122257,0.1256692,-0.42290262,0.03270032,0.04857792,-0.0209525,-0.18911316,1.2268438,0.05841063,-0.24980559,0.2684791,-1.05646731,0.72487702,-0.76178863,1.11182839,-0.45006976,1.00760477,-0.06762773,-0.3891216,0.28344827,-0.46461004,-0.24675547,0.99351802,0.45370296,1.23272901,-0.21135648,-0.41826844,,2337739.71856689,6332.30010403598
103,530530613005,-0.45360837,Very Low,ede5f328-81c7-4dcb-92de-406317ea5e03,530530613005,0.03743705,Moderate,-0.57398406,Very Low,-1.35864724,Very Low,0.11491049,High,-0.48775808,Low,Block Group 5,53053061300,0.16194213,1.33124571,50.11494253,0.22558042,55.71410221,0.90175439,5.37659764,434.5,0.76377953,75.9,0.09,16.9,211800,0.50200007,0.13053482,0.89701119,0.30332681,1.92975207,41736,0.59503106,0.1487069,1.1229791,32.66605229,6.79802896,1108.22572561,0.60281136,85.14586935,4.65239549,0.74144483,1.70638298,0,0.93238021,-0.69487559,-0.24238561,-0.15346406,0.65978434,-0.27681696,-0.01332313,1.33025129,-0.1165945,-0.84425519,0.67424187,-0.49188461,0.68924732,0.27172159,-0.01846454,0.06058077,-1.04469543,-0.90149302,1.61281176,1.87558875,0.5387608,-0.28142623,0.72602877,0.36445743,0.34451232,0.62200354,1.12289772,1.9116774,0.69339487,-0.41826844,,4520579.55493164,9229.93433982639
104,530530614001,-0.39421457,Very Low,4683b5b5-2b40-4c7e-b482-8214dec58e0b,530530614001,0.06493358,High,-0.86783385,Very Low,-0.20116652,Low,-0.06142358,Moderate,-0.90558247,Very Low,Block Group 1,53053061400,0.07917108,1.3333,46.3099631,0.50698305,57.14301956,0.67932489,24.349547,624.425,0.55269321,74.4,0.14,23.9,1,0.3806961,0.12801319,0.92375384,0.19213313,3.03938573,28854,0.56223629,0.016,1.3660954,32.69011699,6.82693087,583.49175607,0.64234743,94.61779321,6.37149842,0.65883604,2.91612186,0.00071043,0.93794049,-1.04667964,0.18770002,-0.03420461,-1.20941818,1.55426338,0.26819072,0.41530771,-0.29592326,-0.48028739,1.39057771,-2.3567163,-0.02943292,0.2369007,0.66255127,-0.64191198,1.18867065,-1.37009306,1.42389745,-0.80065379,1.46399152,-0.18871338,1.09199795,-0.20172956,1.05674545,0.99855212,2.01127469,1.50786008,1.83411491,0.78735133,,2211142.42773438,6695.46834339117
105,530530614002,-0.68288785,Very Low,60ea11c1-2b5e-4fa3-80f7-1946340b81de,530530614002,0.09866423,High,-0.91592088,Very Low,-1.46530385,Very Low,-0.19265245,Moderate,-0.93922628,Very Low,Block Group 2,53053061400,0.09958024,1.3333,43.39622642,0.93635211,55.64217512,0.57960199,32.41962647,560.4,0.71246819,74.4,0.07,15.9,1,0.37937508,0.13089968,0.92395371,0.11578947,2.76077886,18438,0.76029963,0.16356877,1.3660954,32.69011699,6.82693087,856.98968169,0.64234743,86.82478711,6.02890601,0.67663718,3.2502868,0.00070995,0.93794049,-1.31608041,0.84393222,-0.1594672,-2.04744691,2.33310718,0.1732905,1.10784476,-0.29592326,-0.9898423,0.57190818,-2.3567163,-0.03725947,0.27675993,0.66764095,-1.12423137,0.627917,-1.74898904,2.5648416,2.17530178,1.46399152,-0.18871338,1.09199795,0.0933742,1.05674545,0.68874754,1.83423398,1.59487755,2.14921486,0.78652877,,2773574.63317871,7417.22597876416
106,530530614003,-0.66350489,Very Low,92602052-0942-4425-846d-ff166a0d459c,530530614003,-0.1480995,Low,-0.96696158,Very Low,-1.29545104,Very Low,-0.0624334,Moderate,-0.84457896,Very Low,Block Group 3,53053061400,0.17910544,1.29595718,42.06161137,0.31185552,50.0491215,0.52427184,38.94871282,1409.7,0.53643725,74.4,0.1,30.3,164100,0.39660652,0.132594,0.9239538,0.18577982,2.98260029,15320,0.66032609,0.1749503,1.3660954,32.69011699,6.82693087,609.96034467,0.64234743,79.1611023,5.78439836,0.68517934,2.93952924,0.00058954,0.8368658,-1.43947739,-0.11052587,-0.62627133,-2.51241784,2.96322965,1.43215432,0.34484702,-0.29592326,-0.77146163,2.04551333,-0.91186993,0.06483035,0.30015649,0.66764312,-0.68205058,1.07437827,-1.86241048,1.98894388,2.40482807,1.46399152,-0.18871338,1.09199795,-0.17317,1.05674545,0.38408403,1.70788031,1.63663428,1.85618684,0.58219583,,4997242.7802124,8944.37239996896
107,530530615002,-0.26572533,Low,ebcef1ba-c9a5-4df2-b51b-2f3e8bfa12e3,530530615002,-0.47293299,Very Low,-0.23931744,Low,-0.05308459,Moderate,0.39114107,High,-0.95443269,Very Low,Block Group 2,53053061500,0.06063281,1.06804195,54.87094088,0.13182658,46.07506028,0.69961977,3.89366769,617.15,0.48012889,76.8,0.07,15.8,322500,0.34500007,0.13690002,0.92385375,0.53116531,2.45997866,51719,0.32933333,0.03657262,1.52180477,32.61063007,6.80502131,988.45735772,0.63105866,68.61575455,6.58663037,0.69593365,3.41127447,0.00101802,0.21997445,-0.25514141,-0.38567562,-0.95795207,-1.03886869,-0.41993461,0.25740744,0.10078114,-0.00899725,-0.9898423,0.56167481,0.48279832,-0.2409184,0.35961793,0.66509544,1.50000518,0.02249469,-0.538348,0.08225965,-0.38577461,2.05657661,-0.49494856,0.81456908,0.23522758,0.85338095,-0.03513764,2.12244795,1.68920466,2.30101776,1.30934622,,1683088.0223999,7860.09419077663
